id,province,population,x_coord,y_coord,latitude,longitude,name
64034,6,16435,200148.514125,150903.909625,50.67254432,5.0771502575,HANNUT
64047,6,3292,196754.27125,157097.985,50.718675925,5.0300331,LINCENT
64056,6,3912,219060.813,157551.55599999998,50.73175,5.3577,OREYE
64063,6,5904,218532.819,153334.12300000002,50.68732507,5.33491488,REMICOURT
64065,6,6784,220426.7925,143086.465714286,50.60007,5.357559999999999,SAINT-GEORGES-SUR-MEUSE
64074,6,15168,213237.95,154132.063125,50.6954193291667,5.26197869166667,WAREMME
64075,6,2962,196560.53233333302,145261.417333333,50.60545973,5.02832898,WASSEIGE
64076,6,3947,212160.7125,148672.6775,50.638481925,5.23516781666667,FAIMES-CELLES
71002,7,8190,235612.768125,189456.996875,51.01100581875,5.59041270625,AS
71004,7,46065,209879.741065574,194726.440655738,51.0487344098361,5.212648295081969,BERINGEN
71011,7,19137,224385.17884615398,178653.938461538,50.91083,5.41336,DIEPENBEEK
71016,7,66110,229238.533,185213.0928,50.97960258,5.50961926,GENK
71017,7,8391,207035.1402,158667.6816,50.73854910000001,5.170312608,GINGELOM
71020,7,9461,201179.08375,182874.693125,50.95776809375,5.109483875,HALEN
71022,7,77651,216500.24214559398,180994.838716475,50.932459808046,5.30130681264368,HASSELT
71024,7,12661,207046.7934,181292.1836,50.94664873600001,5.175029104,HERK-DE-STAD
71034,7,15625,211394.36117647102,201269.554117647,51.1138520352941,5.24034669411765,LEOPOLDSBURG
